timestamp_open,timestamp_close,asset_type,action,quantity_asset,quantity_quote,entry_price,exit_price,commission_quote,slippage_quote,pnl_gross_quote,pnl_net_quote
2025-04-28 19:00:00+00:00,2025-04-28 19:00:00+00:00,BTC_SPOT,BUY,0.006868001442142943,650.0,94594.5,94594.5,0.455,0.325,0.0,-0.455
2025-04-28 19:00:00+00:00,2025-04-28 19:00:00+00:00,BTC_LONG5X,BUY,110.0,110.0,94594.5,94594.5,0.077,0.055,0.0,-0.077
2025-04-28 19:00:00+00:00,2025-04-28 19:00:00+00:00,BTC_SHORT5X,BUY,240.0,240.0,94594.5,94594.5,0.168,0.12,0.0,-0.168
2025-04-29 16:40:00+00:00,2025-04-29 16:40:00+00:00,BTC_SPOT,SELL,7.070173826605564e-05,6.7480482228568235,95443.88,95443.88,0.004723633755999776,0.003374024111428412,0.05333462054679167,0.04861098679079189
2025-04-29 16:40:00+00:00,2025-04-29 16:40:00+00:00,BTC_LONG5X,SELL,4.968081143925673,4.968081143925673,95443.88,95443.88,0.003477656800747971,0.0024840405719628363,0.0,-0.003477656800747971
2025-04-29 16:40:00+00:00,2025-04-29 16:40:00+00:00,BTC_SHORT5X,BUY,10.841129366782383,10.841129366782383,95443.88,95443.88,0.007588790556747668,0.005420564683391192,0.0,-0.007588790556747668
2025-04-29 21:20:00+00:00,2025-04-29 21:20:00+00:00,BTC_SPOT,BUY,7.424381357504726e-05,7.014531468650944,94432.46,94432.46,0.00491017202805566,0.003507265734325472,0.0,-0.00491017202805566
2025-04-29 21:20:00+00:00,2025-04-29 21:20:00+00:00,BTC_LONG5X,BUY,5.782618174171262,5.782618174171262,94432.46,94432.46,0.004047832721919883,0.0028913090870856307,0.0,-0.004047832721919883
2025-04-29 21:20:00+00:00,2025-04-29 21:20:00+00:00,BTC_SHORT5X,SELL,12.824218353302314,12.824218353302314,94432.46,94432.46,0.00897695284731162,0.006412109176651157,0.0,-0.00897695284731162
2025-04-30 13:50:00+00:00,2025-04-30 13:50:00+00:00,BTC_SPOT,BUY,7.20961334581191e-05,6.73810655507873,93413.32,93413.32,0.004716674588555111,0.003369053277539365,0.0,-0.004716674588555111
