timestamp_open,timestamp_close,asset_type,action,quantity_asset,quantity_quote,entry_price,exit_price,commission_quote,slippage_quote,pnl_gross_quote,pnl_net_quote
2025-04-26 22:45:00+00:00,2025-04-26 22:45:00+00:00,BTC_SPOT,BUY,0.06856494039559068,6500.0,94753.26,94753.26,4.55,3.25,0.0,-4.55
2025-04-26 22:45:00+00:00,2025-04-26 22:45:00+00:00,BTC_LONG5X,BUY,1100.0,1100.0,94753.26,94753.26,0.77,0.55,0.0,-0.77
2025-04-26 22:45:00+00:00,2025-04-26 22:45:00+00:00,BTC_SHORT5X,BUY,2400.0,2400.0,94753.26,94753.26,1.68,1.2,0.0,-1.68
2025-04-27 05:20:00+00:00,2025-04-27 05:20:00+00:00,BTC_SPOT,BUY,0.0005275994386289364,49.59486269577155,93954.0,93954.0,0.03471640388704009,0.024797431347885777,0.0,-0.03471640388704009
2025-04-27 05:20:00+00:00,2025-04-27 05:20:00+00:00,BTC_LONG5X,BUY,45.163685943685095,45.163685943685095,93954.0,93954.0,0.03161458016057957,0.02258184297184255,0.0,-0.03161458016057957
2025-04-27 05:20:00+00:00,2025-04-27 05:20:00+00:00,BTC_SHORT5X,SELL,103.5085486394546,103.5085486394546,93954.0,93954.0,0.07245598404761822,0.0517542743197273,0.0,-0.07245598404761822
2025-04-28 01:20:00+00:00,2025-04-28 01:20:00+00:00,BTC_SPOT,BUY,0.0006909436144431672,64.29542224686702,93008.01,93008.01,0.045006795572806915,0.03214771112343351,0.0,-0.045006795572806915
2025-04-28 01:20:00+00:00,2025-04-28 01:20:00+00:00,BTC_LONG5X,BUY,55.3796809725427,55.3796809725427,93008.01,93008.01,0.03876577668077989,0.02768984048627135,0.0,-0.03876577668077989
2025-04-28 01:20:00+00:00,2025-04-28 01:20:00+00:00,BTC_SHORT5X,SELL,119.88822630479763,119.88822630479763,93008.01,93008.01,0.08392175841335833,0.059944113152398816,0.0,-0.08392175841335833
2025-04-28 03:20:00+00:00,2025-04-28 03:20:00+00:00,BTC_SPOT,SELL,0.0005792680397719607,54.33891042173491,93806.16,93806.16,0.03803723729521444,0.0,-0.6032379832699808,-0.6412752205651953
2025-04-28 03:20:00+00:00,2025-04-28 03:20:00+00:00,BTC_LONG5X,SELL,47.4511990221788,47.4511990221788,93806.16,93806.16,0.03321583931552516,0.0237255995110894,0.0,-0.03321583931552516
2025-04-28 03:20:00+00:00,2025-04-28 03:20:00+00:00,BTC_SHORT5X,BUY,101.53478115960979,101.53478115960979,93806.16,93806.16,0.07107434681172685,0.050767390579804894,0.0,-0.07107434681172685
