timestamp,portfolio_value_usdt
2025-05-09 19:30:00+00:00,1000.0
2025-05-09 19:35:00+00:00,999.3000000000001
2025-05-09 19:40:00+00:00,999.3003340868421
2025-05-09 19:45:00+00:00,999.3004008517989
2025-05-09 19:50:00+00:00,999.30308234058
2025-05-09 19:55:00+00:00,999.3032961720487
2025-05-09 20:00:00+00:00,999.3080364548455
2025-05-09 20:05:00+00:00,999.3224520018945
2025-05-09 20:10:00+00:00,999.3108936451231
2025-05-09 20:15:00+00:00,999.3131485799292
2025-05-09 20:20:00+00:00,999.3144914248613
2025-05-09 20:25:00+00:00,999.3116842671791
2025-05-09 20:30:00+00:00,999.3045712747337
2025-05-09 20:35:00+00:00,999.2981612159564
2025-05-09 20:40:00+00:00,999.2987496460188
2025-05-09 20:45:00+00:00,999.2987486313043
2025-05-09 20:50:00+00:00,999.2940375624363
2025-05-09 20:55:00+00:00,999.294373630105
2025-05-09 21:00:00+00:00,999.2935316644454
2025-05-09 21:05:00+00:00,999.2925552836127
2025-05-09 21:10:00+00:00,999.282544399009
2025-05-09 21:15:00+00:00,999.2846623058135
2025-05-09 21:20:00+00:00,999.2929472883193
2025-05-09 21:25:00+00:00,999.2738777321881
2025-05-09 21:30:00+00:00,999.2707573332234
2025-05-09 21:35:00+00:00,999.27258659153
2025-05-09 21:40:00+00:00,999.2795448676989
2025-05-09 21:45:00+00:00,999.2726738979878
2025-05-09 21:50:00+00:00,999.2675286052176
2025-05-09 21:55:00+00:00,999.2636342293004
2025-05-09 22:00:00+00:00,999.2622926362233
2025-05-09 22:05:00+00:00,999.2623372389336
2025-05-09 22:10:00+00:00,999.262306794082
2025-05-09 22:15:00+00:00,999.2629384131442
2025-05-09 22:20:00+00:00,999.2618753468151
2025-05-09 22:25:00+00:00,999.2597663479892
2025-05-09 22:30:00+00:00,999.2595284611799
2025-05-09 22:35:00+00:00,999.2597155510604
2025-05-09 22:40:00+00:00,999.2607517010956
2025-05-09 22:45:00+00:00,999.2628965474181
2025-05-09 22:50:00+00:00,999.2686715243283
2025-05-09 22:55:00+00:00,999.2733669322485
2025-05-09 23:00:00+00:00,999.2662832156486
2025-05-09 23:05:00+00:00,999.2679213592855
2025-05-09 23:10:00+00:00,999.2620971376605
2025-05-09 23:15:00+00:00,999.2593562608323
2025-05-09 23:20:00+00:00,999.2582322677976
2025-05-09 23:25:00+00:00,999.256953246837
2025-05-09 23:30:00+00:00,999.2568035912232
2025-05-09 23:35:00+00:00,999.257687837573
2025-05-09 23:40:00+00:00,999.2570846984539
2025-05-09 23:45:00+00:00,999.2559887856568
2025-05-09 23:50:00+00:00,999.2548851520503
2025-05-09 23:55:00+00:00,999.2548855048111
2025-05-10 00:00:00+00:00,999.2506340746752
2025-05-10 00:05:00+00:00,999.2501731619327
2025-05-10 00:10:00+00:00,999.2484247254536
2025-05-10 00:15:00+00:00,999.2476522769753
2025-05-10 00:20:00+00:00,999.2475071767275
2025-05-10 00:25:00+00:00,999.2483811698837
2025-05-10 00:30:00+00:00,999.2486010322889
2025-05-10 00:35:00+00:00,999.251133491031
2025-05-10 00:40:00+00:00,999.2521350764604
2025-05-10 00:45:00+00:00,999.2459158032161
2025-05-10 00:50:00+00:00,999.2490981881758
2025-05-10 00:55:00+00:00,999.250414710033
2025-05-10 01:00:00+00:00,999.2450906868435
2025-05-10 01:05:00+00:00,999.2439028029435
2025-05-10 01:10:00+00:00,999.2431014967905
2025-05-10 01:15:00+00:00,999.2399408025623
2025-05-10 01:20:00+00:00,999.2398588374956
2025-05-10 01:25:00+00:00,999.2396788874466
2025-05-10 01:30:00+00:00,999.240556946636
2025-05-10 01:35:00+00:00,999.2377905663914
2025-05-10 01:40:00+00:00,999.2373603360469
2025-05-10 01:45:00+00:00,999.2376866645087
2025-05-10 01:50:00+00:00,999.2363904009869
2025-05-10 01:55:00+00:00,999.2356473170979
2025-05-10 02:00:00+00:00,999.2349613432247
2025-05-10 02:05:00+00:00,999.2347553658026
2025-05-10 02:10:00+00:00,999.2347193351918
2025-05-10 02:15:00+00:00,999.2339497727787
2025-05-10 02:20:00+00:00,999.2317281577675
2025-05-10 02:25:00+00:00,999.2317719252796
2025-05-10 02:30:00+00:00,999.2307377376599
2025-05-10 02:35:00+00:00,999.2338574706912
2025-05-10 02:40:00+00:00,999.2325286187537
2025-05-10 02:45:00+00:00,999.2363684575546
2025-05-10 02:50:00+00:00,999.2269169579322
2025-05-10 02:55:00+00:00,999.2271532317985
2025-05-10 03:00:00+00:00,999.2260404412923
2025-05-10 03:05:00+00:00,999.2232015212448
2025-05-10 03:10:00+00:00,999.2238742135543
2025-05-10 03:15:00+00:00,999.2210761986379
2025-05-10 03:20:00+00:00,999.2210760541383
2025-05-10 03:25:00+00:00,999.2210778326671
2025-05-10 03:30:00+00:00,999.2207381916617
2025-05-10 03:35:00+00:00,999.2208466267757
2025-05-10 03:40:00+00:00,999.2235197788425
2025-05-10 03:45:00+00:00,999.224321040586
2025-05-10 03:50:00+00:00,999.2217126103939
2025-05-10 03:55:00+00:00,999.2262862007113
2025-05-10 04:00:00+00:00,999.2205629246863
2025-05-10 04:05:00+00:00,999.2151914282028
2025-05-10 04:10:00+00:00,999.2159229884148
2025-05-10 04:15:00+00:00,999.2175167986994
2025-05-10 04:20:00+00:00,999.2199171192091
2025-05-10 04:25:00+00:00,999.2144945360956
2025-05-10 04:30:00+00:00,999.2162728006649
2025-05-10 04:35:00+00:00,999.214204584696
2025-05-10 04:40:00+00:00,999.214775820697
2025-05-10 04:45:00+00:00,999.2153219884605
2025-05-10 04:50:00+00:00,999.2162071143534
2025-05-10 04:55:00+00:00,999.2152549621426
2025-05-10 05:00:00+00:00,999.2166234614162
2025-05-10 05:05:00+00:00,999.2163631130201
2025-05-10 05:10:00+00:00,999.2147501532261
2025-05-10 05:15:00+00:00,999.2123271850771
2025-05-10 05:20:00+00:00,999.2138810141208
2025-05-10 05:25:00+00:00,999.2160578155613
2025-05-10 05:30:00+00:00,999.2147488365823
2025-05-10 05:35:00+00:00,999.2193779859764
2025-05-10 05:40:00+00:00,999.2198946751055
2025-05-10 05:45:00+00:00,999.2177874186556
2025-05-10 05:50:00+00:00,999.2211980506706
2025-05-10 05:55:00+00:00,999.2342704958738
2025-05-10 06:00:00+00:00,999.2487934111721
2025-05-10 06:05:00+00:00,999.2561849889669
