timestamp_open,timestamp_close,asset_type,action,quantity_asset,quantity_quote,entry_price,exit_price,commission_quote,slippage_quote,pnl_gross_quote,pnl_net_quote
2025-04-30 21:25:00+00:00,2025-04-30 21:25:00+00:00,BTC_SPOT,BUY,0.006869433315081777,650.0,94622.07,94622.07,0.455,0.325,0.0,-0.455
2025-04-30 21:25:00+00:00,2025-04-30 21:25:00+00:00,BTC_LONG5X,BUY,110.0,110.0,94622.07,94622.07,0.077,0.055,0.0,-0.077
2025-04-30 21:25:00+00:00,2025-04-30 21:25:00+00:00,BTC_SHORT5X,BUY,240.0,240.0,94622.07,94622.07,0.168,0.12,0.0,-0.168
2025-04-30 21:35:00+00:00,2025-04-30 21:35:00+00:00,BTC_SHORT5X,BUY,239.5821714897219,239.5821714897219,94540.02,94540.02,0.16770752004280534,0.11979108574486096,0.0,-0.16770752004280534
2025-04-30 21:45:00+00:00,2025-04-30 21:45:00+00:00,BTC_SHORT5X,BUY,239.4415584646283,239.4415584646283,94507.02,94507.02,0.1676090909252398,0.11972077923231414,0.0,-0.1676090909252398
2025-04-30 21:55:00+00:00,2025-04-30 21:55:00+00:00,BTC_SHORT5X,BUY,239.1340367551731,239.1340367551731,94419.0,94419.0,0.16739382572862116,0.11956701837758656,0.0,-0.16739382572862116
2025-04-30 22:05:00+00:00,2025-04-30 22:05:00+00:00,BTC_SHORT5X,BUY,239.90859479032764,239.90859479032764,94687.46,94687.46,0.16793601635322936,0.11995429739516382,0.0,-0.16793601635322936
2025-04-30 22:15:00+00:00,2025-04-30 22:15:00+00:00,BTC_SPOT,SELL,1.0964260619937165e-05,1.0363441066485848,94520.2,94520.2,0.0007254408746540093,0.0005181720533242924,-0.0007067562395612198,-0.0014321971142152291
2025-04-30 22:15:00+00:00,2025-04-30 22:15:00+00:00,BTC_SHORT5X,BUY,239.35896617410853,239.35896617410853,94520.2,94520.2,0.16755127632187597,0.11967948308705427,0.0,-0.16755127632187597
2025-04-30 22:25:00+00:00,2025-04-30 22:25:00+00:00,BTC_SHORT5X,BUY,238.8326178246205,238.8326178246205,94360.0,94360.0,0.16718283247723437,0.11941630891231025,0.0,-0.16718283247723437
2025-04-30 22:35:00+00:00,2025-04-30 22:35:00+00:00,BTC_LONG5X,BUY,1.4001194346134724,1.4001194346134724,94262.04,94262.04,0.0009800836042294307,0.0007000597173067362,0.0,-0.0009800836042294307
2025-04-30 22:35:00+00:00,2025-04-30 22:35:00+00:00,BTC_SHORT5X,BUY,238.49619856712505,238.49619856712505,94262.04,94262.04,0.16694733899698752,0.11924809928356253,0.0,-0.16694733899698752
2025-04-30 22:45:00+00:00,2025-04-30 22:45:00+00:00,BTC_SHORT5X,BUY,237.89073917540986,237.89073917540986,94076.01,94076.01,0.1665235174227869,0.11894536958770494,0.0,-0.1665235174227869
2025-04-30 22:55:00+00:00,2025-04-30 22:55:00+00:00,BTC_SHORT5X,BUY,237.9659245307863,237.9659245307863,94114.05,94114.05,0.16657614717155042,0.11898296226539316,0.0,-0.16657614717155042
2025-04-30 23:05:00+00:00,2025-04-30 23:05:00+00:00,BTC_SPOT,SELL,1.076528402577205e-05,1.0138386011514058,94176.67,94176.67,0.0007096870208059841,0.0005069193005757029,0.0017296581844207764,0.0010199711636147924
2025-04-30 23:05:00+00:00,2025-04-30 23:05:00+00:00,BTC_SHORT5X,BUY,238.11468489087258,238.11468489087258,94176.67,94176.67,0.1666802794236108,0.1190573424454363,0.0,-0.1666802794236108
2025-04-30 23:15:00+00:00,2025-04-30 23:15:00+00:00,BTC_SHORT5X,BUY,238.11117542947645,238.11117542947645,94188.96,94188.96,0.1666778228006335,0.11905558771473823,0.0,-0.1666778228006335
2025-04-30 23:25:00+00:00,2025-04-30 23:25:00+00:00,BTC_SHORT5X,BUY,238.27968501440762,238.27968501440762,94257.74,94257.74,0.16679577951008534,0.11913984250720382,0.0,-0.16679577951008534
2025-04-30 23:35:00+00:00,2025-04-30 23:35:00+00:00,BTC_SHORT5X,BUY,238.35623044106612,238.35623044106612,94296.21,94296.21,0.16684936130874628,0.11917811522053307,0.0,-0.16684936130874628
2025-04-30 23:45:00+00:00,2025-04-30 23:45:00+00:00,BTC_SHORT5X,BUY,238.12013198920232,238.12013198920232,94231.79,94231.79,0.1666840923924416,0.11906006599460116,0.0,-0.1666840923924416
