timestamp,portfolio_value_usdt
2025-05-12 17:15:00+00:00,1000.0
2025-05-12 17:20:00+00:00,999.3000000000001
2025-05-12 17:25:00+00:00,999.2868064045006
2025-05-12 17:30:00+00:00,999.2868045750315
2025-05-12 17:35:00+00:00,999.2869377884747
2025-05-12 17:40:00+00:00,999.295682921711
2025-05-12 17:45:00+00:00,999.3390955692003
2025-05-12 17:50:00+00:00,999.2700234942957
2025-05-12 17:55:00+00:00,999.3219835133395
2025-05-12 18:00:00+00:00,999.2893689550563
2025-05-12 18:05:00+00:00,999.6475479755502
2025-05-12 18:10:00+00:00,999.4997741717881
2025-05-12 18:15:00+00:00,999.1162090722984
2025-05-12 18:20:00+00:00,999.2858579885719
2025-05-12 18:25:00+00:00,999.8567106473971
2025-05-12 18:30:00+00:00,1000.6547270296658
2025-05-12 18:35:00+00:00,1000.4825643165484
2025-05-12 18:40:00+00:00,1000.7740836650398
2025-05-12 18:45:00+00:00,1001.9791063789163
2025-05-12 18:50:00+00:00,999.5775377417667
2025-05-12 18:55:00+00:00,999.1662896716814
2025-05-12 19:00:00+00:00,998.4919743822729
2025-05-12 19:05:00+00:00,998.5148934697706
2025-05-12 19:10:00+00:00,998.6461605316731
2025-05-12 19:15:00+00:00,998.4979971719508
2025-05-12 19:20:00+00:00,998.6371089622771
2025-05-12 19:25:00+00:00,998.9494844632968
2025-05-12 19:30:00+00:00,998.6306059962674
2025-05-12 19:35:00+00:00,998.8871345119277
2025-05-12 19:40:00+00:00,999.1321183847524
2025-05-12 19:45:00+00:00,998.4395937073591
2025-05-12 19:50:00+00:00,998.445740955809
2025-05-12 19:55:00+00:00,998.4677392530677
2025-05-12 20:00:00+00:00,998.477091317188
2025-05-12 20:05:00+00:00,998.5973877525689
2025-05-12 20:10:00+00:00,998.4980183003236
2025-05-12 20:15:00+00:00,998.1215841163586
2025-05-12 20:20:00+00:00,997.9942945345506
2025-05-12 20:25:00+00:00,997.8796941428253
2025-05-12 20:30:00+00:00,997.7372091566021
2025-05-12 20:35:00+00:00,997.6026034877929
2025-05-12 20:40:00+00:00,997.6146656321135
2025-05-12 20:45:00+00:00,997.6220907772489
2025-05-12 20:50:00+00:00,997.4035537997122
2025-05-12 20:55:00+00:00,997.4126694550755
2025-05-12 21:00:00+00:00,997.3979555086148
2025-05-12 21:05:00+00:00,997.4458980191837
2025-05-12 21:10:00+00:00,997.4661372744226
2025-05-12 21:15:00+00:00,997.5179130189529
2025-05-12 21:20:00+00:00,997.5112214819135
2025-05-12 21:25:00+00:00,997.5749248396057
2025-05-12 21:30:00+00:00,997.4754506977988
2025-05-12 21:35:00+00:00,997.4050278550558
2025-05-12 21:40:00+00:00,997.4247310165733
2025-05-12 21:45:00+00:00,997.4749023084996
2025-05-12 21:50:00+00:00,997.4117611991363
2025-05-12 21:55:00+00:00,997.4264436139173
2025-05-12 22:00:00+00:00,997.4033577477599
2025-05-12 22:05:00+00:00,997.3984847962244
2025-05-12 22:10:00+00:00,997.4032382594164
2025-05-12 22:15:00+00:00,997.3568304182044
2025-05-12 22:20:00+00:00,997.3214800445207
