number,value,datetime_start,datetime_complete,duration,params_min_order_notional_usdt,params_min_rebalance_interval_minutes,params_rebalance_threshold,params_spot_pct,state
80,-1.895097309237619,2025-06-11 19:26:36.699751,2025-06-11 19:26:37.754308,0 days 00:00:01.054557,32.793089935875926,85,0.04904897117652738,0.55,COMPLETE
124,-1.8976599178374078,2025-06-11 19:27:20.776376,2025-06-11 19:27:21.716708,0 days 00:00:00.940332,34.6643996858293,163,0.0320061153925956,0.4,COMPLETE
48,-1.922594379654143,2025-06-11 19:26:03.014067,2025-06-11 19:26:04.277353,0 days 00:00:01.263286,45.392566416640506,180,0.030842442454456595,0.7,COMPLETE
31,-1.9418498446632522,2025-06-11 19:25:45.809468,2025-06-11 19:25:46.720998,0 days 00:00:00.911530,28.847824871851113,66,0.04766629656506145,0.45,COMPLETE
37,-1.9647340342222324,2025-06-11 19:25:51.103365,2025-06-11 19:25:51.976503,0 days 00:00:00.873138,20.827064549729485,107,0.04669781187834422,0.25,COMPLETE
6,-2.127284804940856,2025-06-11 19:25:23.225471,2025-06-11 19:25:24.075382,0 days 00:00:00.849911,43.489555083560134,117,0.03880133517925434,0.5,COMPLETE
28,-2.1423519912203557,2025-06-11 19:25:43.129040,2025-06-11 19:25:44.039673,0 days 00:00:00.910633,25.63538788505501,109,0.033489503473720865,0.2,COMPLETE
45,-2.1637946346862953,2025-06-11 19:25:59.779645,2025-06-11 19:26:00.969871,0 days 00:00:01.190226,26.963212008889315,129,0.04496457068686366,0.7,COMPLETE
156,-2.1883622691745392,2025-06-11 19:27:53.843950,2025-06-11 19:27:54.882282,0 days 00:00:01.038332,38.75965596961385,180,0.03576086212613703,0.35,COMPLETE
18,-2.2159300209319457,2025-06-11 19:25:34.214823,2025-06-11 19:25:35.073496,0 days 00:00:00.858673,49.60216103824413,52,0.045729665729528565,0.25,COMPLETE
58,-2.218985062659497,2025-06-11 19:26:13.387276,2025-06-11 19:26:14.368386,0 days 00:00:00.981110,28.18241933248777,140,0.03956177779903888,0.3,COMPLETE
27,-2.251994140370037,2025-06-11 19:25:42.024377,2025-06-11 19:25:43.129040,0 days 00:00:01.104663,40.26021891937993,82,0.005812383638508223,0.1,COMPLETE
13,-2.2587529210474946,2025-06-11 19:25:29.753473,2025-06-11 19:25:30.703377,0 days 00:00:00.949904,35.8388219627671,79,0.024071123686345435,0.15,COMPLETE
90,-2.304809956078142,2025-06-11 19:26:46.459747,2025-06-11 19:26:47.363395,0 days 00:00:00.903648,22.495101305745386,92,0.048095792618414075,0.45,COMPLETE
15,-2.3244627158627766,2025-06-11 19:25:31.547429,2025-06-11 19:25:32.510442,0 days 00:00:00.963013,35.25928284565103,60,0.03251128182658508,0.35,COMPLETE
57,-2.3269879931108743,2025-06-11 19:26:12.459416,2025-06-11 19:26:13.387276,0 days 00:00:00.927860,51.524410117840745,113,0.04874322472289975,0.2,COMPLETE
29,-2.346556638835782,2025-06-11 19:25:44.039673,2025-06-11 19:25:44.886833,0 days 00:00:00.847160,31.7150658734003,121,0.04021363480122479,0.55,COMPLETE
0,-2.3871360105147166,2025-06-11 19:25:17.122640,2025-06-11 19:25:17.987234,0 days 00:00:00.864594,31.426633287463094,175,0.04039978585717857,0.55,COMPLETE
67,-2.39837652252922,2025-06-11 19:26:23.327129,2025-06-11 19:26:24.313795,0 days 00:00:00.986666,26.27574887768941,105,0.04295323604009437,0.1,COMPLETE
17,-2.4505873486068785,2025-06-11 19:25:33.337912,2025-06-11 19:25:34.214823,0 days 00:00:00.876911,31.807979660107453,125,0.023853490870511147,0.4,COMPLETE
188,-2.4726548695390225,2025-06-11 19:28:28.225636,2025-06-11 19:28:29.451134,0 days 00:00:01.225498,40.73239547149102,172,0.005819488966166632,0.5,COMPLETE
95,-2.547548809595592,2025-06-11 19:26:51.288378,2025-06-11 19:26:52.227516,0 days 00:00:00.939138,29.469590509627057,170,0.03352194118400444,0.3,COMPLETE
190,-2.628467416785003,2025-06-11 19:28:30.563289,2025-06-11 19:28:31.684117,0 days 00:00:01.120828,37.23212394830111,166,0.008028586514079157,0.2,COMPLETE
68,-2.729632215372315,2025-06-11 19:26:24.314891,2025-06-11 19:26:25.281733,0 days 00:00:00.966842,52.739642902963524,61,0.04691089485850826,0.15,COMPLETE
179,-2.7667793271601506,2025-06-11 19:28:18.537618,2025-06-11 19:28:19.624416,0 days 00:00:01.086798,39.19394951356316,168,0.014814954723644795,0.4,COMPLETE
169,-2.780580751925102,2025-06-11 19:28:07.602097,2025-06-11 19:28:08.805985,0 days 00:00:01.203888,43.49287929278594,174,0.014378085494070717,0.25,COMPLETE
49,-2.8311696650740075,2025-06-11 19:26:04.277353,2025-06-11 19:26:05.348754,0 days 00:00:01.071401,27.35283175287695,122,0.037326212660556045,0.4,COMPLETE
1,-2.879273175951271,2025-06-11 19:25:17.987234,2025-06-11 19:25:19.094063,0 days 00:00:01.106829,20.033346186374303,106,0.017829986198233446,0.05,COMPLETE
147,-2.895205187964078,2025-06-11 19:27:45.020118,2025-06-11 19:27:45.967347,0 days 00:00:00.947229,38.32656947302305,176,0.0378235987252665,0.2,COMPLETE
114,-2.9262460844242555,2025-06-11 19:27:10.915930,2025-06-11 19:27:11.946697,0 days 00:00:01.030767,40.25165798476525,161,0.03278907509562459,0.25,COMPLETE
39,-2.9908025372632445,2025-06-11 19:25:53.119396,2025-06-11 19:25:54.268031,0 days 00:00:01.148635,20.280727400409695,43,0.038297473203955754,0.3,COMPLETE
85,-3.140521126541532,2025-06-11 19:26:41.518241,2025-06-11 19:26:42.474166,0 days 00:00:00.955925,21.38475856409247,107,0.042564732030271,0.2,COMPLETE
197,-3.233608780062218,2025-06-11 19:28:38.208922,2025-06-11 19:28:39.249754,0 days 00:00:01.040832,39.39341620825488,180,0.03873346557862517,0.05,COMPLETE
152,-3.233608780062218,2025-06-11 19:27:49.854013,2025-06-11 19:27:50.891683,0 days 00:00:01.037670,39.3511135672475,178,0.033973985120367034,0.05,COMPLETE
159,-3.2354845858308634,2025-06-11 19:27:56.811522,2025-06-11 19:27:57.915298,0 days 00:00:01.103776,37.048869750202066,173,0.03727151553514622,0.1,COMPLETE
115,-3.682821239695897,2025-06-11 19:27:11.946697,2025-06-11 19:27:12.889618,0 days 00:00:00.942921,38.996228323839276,164,0.032678887324864465,0.1,COMPLETE
23,-3.6836707881934294,2025-06-11 19:25:38.536612,2025-06-11 19:25:39.421304,0 days 00:00:00.884692,23.132572419264996,98,0.04589168352202897,0.15,COMPLETE
130,-3.9342035555488715,2025-06-11 19:27:26.809072,2025-06-11 19:27:27.945038,0 days 00:00:01.135966,30.070780617246935,172,0.034651334668508484,0.15,COMPLETE
87,-4.0191993071272005,2025-06-11 19:26:43.416137,2025-06-11 19:26:44.434944,0 days 00:00:01.018807,36.714138493934016,123,0.0396578328124003,0.05,COMPLETE
12,-4.074023767439727,2025-06-11 19:25:28.866511,2025-06-11 19:25:29.753473,0 days 00:00:00.886962,27.583383701831497,73,0.04837571591745883,0.15,COMPLETE
56,-4.1818548477223825,2025-06-11 19:26:11.470283,2025-06-11 19:26:12.458415,0 days 00:00:00.988132,21.390133770542977,74,0.04310985956160217,0.05,COMPLETE
32,-4.82063041315599,2025-06-11 19:25:46.721385,2025-06-11 19:25:47.620780,0 days 00:00:00.899395,29.59879269995901,53,0.043052442014778994,0.05,COMPLETE
